"","season","stage","date","home_team_goal","away_team_goal","country","league","home_team","away_team","B365H","B365D","B365A","home_shoton","away_shoton","home_shotoff","away_shotoff","home_foulcommit","away_foulcommit","home_card","away_card","home_cross","away_cross","home_corner","away_corner"
"17255","2011/2012",38,"2012-05-13 00:00:00",1,0,"Italy","Italy Serie A","Parma","Bologna",1.91,3.4,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"17256","2011/2012",33,"2012-04-25 00:00:00",1,1,"Italy","Italy Serie A","Siena","Bologna",2.25,2.5,4.5,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"17257","2008/2009",21,"2009-01-28 00:00:00",0,1,"Italy","Italy Serie A","Atalanta","Bologna",1.8,3.1,5.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"17258","2013/2014",38,"2014-05-18 00:00:00",1,0,"Italy","Italy Serie A","Lazio","Bologna",1.44,4.33,7,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"17259","2010/2011",9,"2010-10-31 00:00:00",2,0,"Italy","Italy Serie A","Cagliari","Bologna",1.85,3.4,4.33,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA
"17260","2008/2009",17,"2008-12-21 00:00:00",0,0,"Italy","Italy Serie A","Lecce","Bologna",2.1,2.9,4.2,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA
"17261","2011/2012",9,"2011-10-26 00:00:00",0,1,"Italy","Italy Serie A","Chievo Verona","Bologna",1.8,3.25,5,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA
"17262","2012/2013",17,"2012-12-16 00:00:00",2,3,"Italy","Italy Serie A","Napoli","Bologna",1.36,4.5,9,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA
"17263","2015/2016",29,"2016-03-12 00:00:00",2,1,"Italy","Italy Serie A","Inter","Bologna",1.55,4,6.5,3,2,11,1,12,12,2,0,23,10,13,3
"17264","2010/2011",11,"2010-11-10 00:00:00",1,0,"Italy","Italy Serie A","Genoa","Bologna",1.73,3.5,5,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA
"17265","2012/2013",23,"2013-02-03 00:00:00",2,3,"Italy","Italy Serie A","Pescara","Bologna",3,3.2,2.4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA
"17266","2010/2011",2,"2010-09-12 00:00:00",3,1,"Italy","Italy Serie A","Lazio","Bologna",1.73,3.4,5.25,6,4,4,8,15,23,1,1,17,9,7,4
"17267","2011/2012",36,"2012-05-02 00:00:00",0,1,"Italy","Italy Serie A","Catania","Bologna",1.95,3.2,4.2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"17268","2008/2009",15,"2008-12-07 00:00:00",2,2,"Italy","Italy Serie A","Reggio Calabria","Bologna",2.1,3,4,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"17269","2015/2016",21,"2016-01-24 00:00:00",0,2,"Italy","Italy Serie A","Sassuolo","Bologna",1.8,3.5,4.75,9,9,5,4,9,16,0,2,22,19,4,5
"17270","2010/2011",25,"2011-02-13 00:00:00",3,1,"Italy","Italy Serie A","Sampdoria","Bologna",2.1,3.1,3.8,2,4,4,4,23,18,0,2,11,18,3,0
"17271","2012/2013",28,"2013-03-10 00:00:00",0,1,"Italy","Italy Serie A","Inter","Bologna",1.73,3.5,5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"17272","2009/2010",34,"2010-04-18 00:00:00",1,1,"Italy","Italy Serie A","Udinese","Bologna",2.1,2,9.5,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA
"17273","2013/2014",14,"2013-11-30 00:00:00",1,1,"Italy","Italy Serie A","Parma","Bologna",1.8,3.5,4.5,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA
"17274","2008/2009",32,"2009-04-19 00:00:00",4,1,"Italy","Italy Serie A","Palermo","Bologna",1.73,3.4,5.5,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA
"17275","2013/2014",12,"2013-11-10 00:00:00",2,1,"Italy","Italy Serie A","Atalanta","Bologna",2.05,3.3,3.6,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
"17276","2013/2014",16,"2013-12-15 00:00:00",3,0,"Italy","Italy Serie A","Fiorentina","Bologna",1.44,4.33,7,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"17277","2010/2011",27,"2011-02-26 00:00:00",0,2,"Italy","Italy Serie A","Juventus","Bologna",1.44,4.2,7.5,10,0,10,2,12,18,1,2,33,9,9,3
"17278","2011/2012",29,"2012-03-25 00:00:00",2,0,"Italy","Italy Serie A","Atalanta","Bologna",2.38,2.63,3.75,10,7,4,4,15,16,1,5,21,12,7,2
"17279","2010/2011",7,"2010-10-17 00:00:00",4,1,"Italy","Italy Serie A","Palermo","Bologna",1.62,3.6,6,8,2,12,2,11,8,2,4,16,16,8,6
"17280","2010/2011",15,"2010-12-05 00:00:00",0,2,"Italy","Italy Serie A","Cesena","Bologna",2.2,3,3.6,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA
"17281","2011/2012",18,"2012-01-16 00:00:00",1,1,"Italy","Italy Serie A","Napoli","Bologna",1.33,5,9,7,4,3,2,12,15,1,4,27,3,9,1
"17282","2015/2016",32,"2016-04-11 00:00:00",1,1,"Italy","Italy Serie A","Roma","Bologna",1.33,4.75,10,4,4,7,2,15,10,1,2,42,8,15,3
"17283","2012/2013",35,"2013-05-05 00:00:00",6,0,"Italy","Italy Serie A","Lazio","Bologna",1.67,3.8,5,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"17284","2013/2014",8,"2013-10-20 00:00:00",2,1,"Italy","Italy Serie A","Sassuolo","Bologna",2.38,3.2,3,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA
"17285","2012/2013",7,"2012-10-07 00:00:00",1,0,"Italy","Italy Serie A","Fiorentina","Bologna",1.62,3.6,6,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA
"17286","2011/2012",20,"2012-01-29 00:00:00",1,1,"Italy","Italy Serie A","Roma","Bologna",1.4,4.2,9,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"17287","2012/2013",1,"2012-08-26 00:00:00",2,0,"Italy","Italy Serie A","Chievo Verona","Bologna",2.1,3.2,3.6,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA
"17288","2008/2009",14,"2008-11-30 00:00:00",1,1,"Italy","Italy Serie A","Genoa","Bologna",1.62,3.4,6.5,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"17289","2010/2011",5,"2010-09-26 00:00:00",1,1,"Italy","Italy Serie A","Catania","Bologna",1.91,3.25,4.33,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"17290","2011/2012",6,"2011-10-02 00:00:00",2,0,"Italy","Italy Serie A","Udinese","Bologna",1.57,3.8,6,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"17291","2012/2013",10,"2012-10-31 00:00:00",2,1,"Italy","Italy Serie A","Juventus","Bologna",1.25,5.5,12,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"17292","2010/2011",29,"2011-03-13 00:00:00",0,1,"Italy","Italy Serie A","Lecce","Bologna",2.3,3.1,3.3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"17293","2015/2016",30,"2016-03-20 00:00:00",2,0,"Italy","Italy Serie A","Atalanta","Bologna",2.2,3,3.8,7,6,5,5,16,16,1,5,26,16,6,9
"17294","2013/2014",28,"2014-03-16 00:00:00",2,1,"Italy","Italy Serie A","Livorno","Bologna",2.2,3.2,3.4,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA
"17295","2015/2016",34,"2016-04-19 00:00:00",6,0,"Italy","Italy Serie A","Napoli","Bologna",1.22,6,15,8,3,3,2,8,13,1,2,11,3,8,2
"17296","2009/2010",6,"2009-09-27 00:00:00",1,1,"Italy","Italy Serie A","Juventus","Bologna",1.22,6,13,6,6,10,7,15,10,0,2,26,10,9,2
"17297","2010/2011",5,"2010-09-26 00:00:00",2,1,"Italy","Italy Serie A","Bari","Brescia",1.91,3.2,4.33,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA
"17298","2010/2011",37,"2011-05-15 00:00:00",1,0,"Italy","Italy Serie A","Cesena","Brescia",1.22,5.5,11,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA
"17299","2010/2011",15,"2010-12-04 00:00:00",3,0,"Italy","Italy Serie A","Milan","Brescia",1.25,5.5,12,7,2,7,5,12,16,0,2,13,16,0,4
"17300","2010/2011",8,"2010-10-24 00:00:00",2,1,"Italy","Italy Serie A","Lecce","Brescia",2.38,2.88,3.4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"17301","2010/2011",32,"2011-04-10 00:00:00",1,1,"Italy","Italy Serie A","Cagliari","Brescia",3.1,1.91,3.75,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"17302","2010/2011",21,"2011-01-22 00:00:00",1,0,"Italy","Italy Serie A","Palermo","Brescia",1.44,4.2,7.5,22,1,14,3,4,13,1,5,21,2,17,1
"17303","2010/2011",33,"2011-04-17 00:00:00",3,0,"Italy","Italy Serie A","Genoa","Brescia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"17304","2010/2011",6,"2010-10-03 00:00:00",1,0,"Italy","Italy Serie A","Lazio","Brescia",1.67,3.5,5.5,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"17305","2010/2011",1,"2010-08-29 00:00:00",2,0,"Italy","Italy Serie A","Parma","Brescia",1.83,3.25,4.75,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA
"17306","2010/2011",26,"2011-02-20 00:00:00",0,0,"Italy","Italy Serie A","Udinese","Brescia",1.4,4.33,8,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"17307","2010/2011",19,"2011-01-09 00:00:00",3,2,"Italy","Italy Serie A","Fiorentina","Brescia",1.5,3.9,7,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA
"17308","2010/2011",3,"2010-09-19 00:00:00",0,1,"Italy","Italy Serie A","Chievo Verona","Brescia",1.91,3.3,4.2,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"17309","2010/2011",30,"2011-03-20 00:00:00",2,1,"Italy","Italy Serie A","Juventus","Brescia",1.44,4.2,8,3,1,9,4,15,6,0,2,19,3,8,1
"17310","2010/2011",23,"2011-02-02 00:00:00",1,1,"Italy","Italy Serie A","Roma","Brescia",1.25,5.25,12,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"17311","2010/2011",10,"2010-11-06 00:00:00",1,1,"Italy","Italy Serie A","Inter","Brescia",1.25,5,15,10,3,12,2,12,8,1,3,41,17,6,3
"17312","2010/2011",17,"2010-12-19 00:00:00",1,0,"Italy","Italy Serie A","Catania","Brescia",1.91,3.2,4.33,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"17313","2010/2011",28,"2011-03-06 00:00:00",0,0,"Italy","Italy Serie A","Napoli","Brescia",1.36,4.33,10,7,4,4,7,10,13,3,4,22,8,12,5
"17314","2010/2011",12,"2010-11-14 00:00:00",1,0,"Italy","Italy Serie A","Bologna","Brescia",2.05,3.25,3.75,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
"17315","2010/2011",35,"2011-05-01 00:00:00",3,3,"Italy","Italy Serie A","Sampdoria","Brescia",1.85,3.3,4.5,7,2,7,2,14,20,2,2,30,8,9,3
"17316","2012/2013",34,"2013-04-20 00:00:00",0,1,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.9,3.25,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17317","2010/2011",20,"2010-12-29 00:00:00",0,2,"Scotland","Scotland Premier League","St. Mirren","Heart of Midlothian",4,3.4,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17318","2009/2010",10,"2009-10-31 00:00:00",1,0,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",2.4,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17319","2012/2013",23,"2013-01-19 00:00:00",4,1,"Scotland","Scotland Premier League","Celtic","Heart of Midlothian",1.29,5.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17320","2008/2009",7,"2008-09-27 00:00:00",3,0,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",2.38,3.4,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17321","2009/2010",1,"2009-08-17 00:00:00",2,0,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",2.25,3.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17322","2009/2010",23,"2010-01-30 00:00:00",1,0,"Scotland","Scotland Premier League","St. Johnstone FC","Heart of Midlothian",2.5,3.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17323","2015/2016",25,"2016-02-10 00:00:00",0,3,"Scotland","Scotland Premier League","Ross County FC","Heart of Midlothian",2.2,3.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17324","2012/2013",30,"2013-03-10 00:00:00",0,0,"Scotland","Scotland Premier League","Hibernian","Heart of Midlothian",2.7,3.25,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17325","2011/2012",14,"2011-11-05 00:00:00",0,0,"Scotland","Scotland Premier League","St. Mirren","Heart of Midlothian",2.88,3.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17326","2015/2016",22,"2016-01-02 00:00:00",2,2,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",4.5,3.8,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17327","2011/2012",22,"2012-01-02 00:00:00",1,3,"Scotland","Scotland Premier League","Hibernian","Heart of Midlothian",3.2,3.25,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17328","2009/2010",36,"2010-05-01 00:00:00",1,2,"Scotland","Scotland Premier League","Hibernian","Heart of Midlothian",2.3,3.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17329","2012/2013",32,"2013-03-30 00:00:00",2,0,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",2.4,3.25,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17330","2010/2011",19,"2011-01-18 00:00:00",1,2,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.88,3.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17331","2011/2012",3,"2011-08-07 00:00:00",1,0,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",2.6,3.2,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17332","2015/2016",7,"2015-09-11 00:00:00",2,0,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Heart of Midlothian",3,3.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17333","2011/2012",18,"2011-12-10 00:00:00",1,0,"Scotland","Scotland Premier League","Celtic","Heart of Midlothian",1.33,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17334","2010/2011",35,"2011-04-30 00:00:00",2,2,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.63,3.3,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17335","2013/2014",20,"2014-01-02 00:00:00",2,1,"Scotland","Scotland Premier League","Hibernian","Heart of Midlothian",1.7,3.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17336","2011/2012",24,"2012-01-21 00:00:00",1,0,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Heart of Midlothian",2.9,3.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17337","2015/2016",18,"2015-12-12 00:00:00",1,0,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",1.91,3.6,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17338","2013/2014",11,"2013-10-26 00:00:00",2,0,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.25,3.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17339","2008/2009",22,"2009-01-17 00:00:00",0,2,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.6,3.3,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17340","2012/2013",18,"2012-12-15 00:00:00",2,2,"Scotland","Scotland Premier League","St. Johnstone FC","Heart of Midlothian",2.5,3.25,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17341","2010/2011",8,"2010-10-16 00:00:00",0,1,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",2.5,3.2,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17342","2009/2010",13,"2009-11-28 00:00:00",1,2,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.7,3.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17343","2010/2011",5,"2010-09-18 00:00:00",1,3,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Heart of Midlothian",2.63,3.25,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17344","2011/2012",7,"2011-09-10 00:00:00",1,1,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Heart of Midlothian",3.1,3.25,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17345","2012/2013",4,"2012-08-26 00:00:00",0,0,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",2.5,3.25,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17346","2010/2011",33,"2011-04-16 00:00:00",1,1,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Heart of Midlothian",3.3,3.25,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17347","2015/2016",11,"2015-10-18 00:00:00",0,1,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",2.75,3.4,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17348","2010/2011",4,"2010-09-11 00:00:00",3,0,"Scotland","Scotland Premier League","Celtic","Heart of Midlothian",1.33,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17349","2012/2013",38,"2013-05-18 00:00:00",1,1,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",2.1,3.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17350","2010/2011",2,"2010-08-21 00:00:00",0,4,"Scotland","Scotland Premier League","Hamilton Academical FC","Heart of Midlothian",2.75,3.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17351","2008/2009",38,"2009-05-24 00:00:00",0,0,"Scotland","Scotland Premier League","Celtic","Heart of Midlothian",1.22,6.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17352","2009/2010",17,"2009-12-26 00:00:00",0,1,"Scotland","Scotland Premier League","Falkirk","Heart of Midlothian",3,3.25,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17353","2011/2012",33,"2012-04-07 00:00:00",1,2,"Scotland","Scotland Premier League","Dunfermline Athletic","Heart of Midlothian",4.5,3.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17354","2011/2012",11,"2011-10-15 00:00:00",0,2,"Scotland","Scotland Premier League","Dunfermline Athletic","Heart of Midlothian",4.2,3.5,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17355","2011/2012",9,"2011-09-25 00:00:00",2,0,"Scotland","Scotland Premier League","St. Johnstone FC","Heart of Midlothian",2.88,3.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17356","2009/2010",30,"2010-03-13 00:00:00",3,1,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17357","2015/2016",9,"2015-09-26 00:00:00",0,0,"Scotland","Scotland Premier League","Celtic","Heart of Midlothian",1.22,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17358","2012/2013",35,"2013-04-27 00:00:00",1,0,"Scotland","Scotland Premier League","Dundee FC","Heart of Midlothian",3.5,3.25,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17359","2012/2013",20,"2012-12-26 00:00:00",1,0,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.8,3.25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17360","2013/2014",15,"2013-12-07 00:00:00",4,1,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",1.44,4.33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17361","2015/2016",30,"2016-03-12 00:00:00",0,1,"Scotland","Scotland Premier League","Dundee FC","Heart of Midlothian",3,3.25,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17362","2015/2016",2,"2015-08-08 00:00:00",1,2,"Scotland","Scotland Premier League","Dundee FC","Heart of Midlothian",2.8,3.25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17363","2015/2016",24,"2016-01-24 00:00:00",0,0,"Scotland","Scotland Premier League","Hamilton Academical FC","Heart of Midlothian",3.5,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17364","2010/2011",22,"2011-03-16 00:00:00",2,0,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",2.63,3.25,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17365","2010/2011",31,"2011-04-03 00:00:00",2,2,"Scotland","Scotland Premier League","Hibernian","Heart of Midlothian",2.9,3.25,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17366","2013/2014",31,"2014-03-08 00:00:00",4,2,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",1.8,3.6,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17367","2013/2014",28,"2014-03-01 00:00:00",4,1,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",1.5,4.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17368","2008/2009",34,"2009-05-03 00:00:00",2,0,"Scotland","Scotland Premier League","Rangers","Heart of Midlothian",1.4,4.33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17369","2012/2013",26,"2013-02-09 00:00:00",3,1,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",2.3,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17370","2013/2014",10,"2013-10-19 00:00:00",2,1,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",1.7,3.5,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17371","2008/2009",27,"2009-02-28 00:00:00",0,1,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",2.2,3.3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17372","2012/2013",12,"2012-11-03 00:00:00",1,0,"Scotland","Scotland Premier League","Dundee FC","Heart of Midlothian",4.75,3.6,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17373","2015/2016",37,"2016-05-12 00:00:00",0,1,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",1.95,3.5,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17374","2008/2009",20,"2008-12-27 00:00:00",1,0,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",2.3,3.5,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17375","2009/2010",5,"2009-09-20 00:00:00",2,1,"Scotland","Scotland Premier League","Celtic","Heart of Midlothian",1.33,5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17376","2015/2016",27,"2016-02-20 00:00:00",2,1,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",3.25,3.25,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17377","2015/2016",34,"2016-04-23 00:00:00",1,0,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",3,3.25,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17378","2010/2011",38,"2011-05-15 00:00:00",2,1,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",2.2,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17379","2010/2011",28,"2011-02-26 00:00:00",0,0,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",3.2,3.25,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17380","2009/2010",28,"2010-03-07 00:00:00",1,0,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",1.91,3.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17381","2011/2012",35,"2012-04-28 00:00:00",2,2,"Scotland","Scotland Premier League","Dundee United","Heart of Midlothian",1.91,3.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17382","2012/2013",2,"2012-08-12 00:00:00",1,1,"Scotland","Scotland Premier League","Hibernian","Heart of Midlothian",3.25,3.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17383","2008/2009",4,"2008-08-30 00:00:00",1,2,"Scotland","Scotland Premier League","Hamilton Academical FC","Heart of Midlothian",3,3.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17384","2011/2012",26,"2012-02-11 00:00:00",1,1,"Scotland","Scotland Premier League","Kilmarnock","Heart of Midlothian",2.63,3.25,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17385","2011/2012",27,"2012-02-18 00:00:00",3,0,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",2.5,3.25,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17386","2008/2009",17,"2009-01-07 00:00:00",1,0,"Scotland","Scotland Premier League","Motherwell","Heart of Midlothian",2.5,3.25,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17387","2008/2009",18,"2008-12-13 00:00:00",1,1,"Scotland","Scotland Premier League","Celtic","Heart of Midlothian",1.33,5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17388","2008/2009",36,"2009-05-12 00:00:00",0,0,"Scotland","Scotland Premier League","Aberdeen","Heart of Midlothian",2.37,3.25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
